study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	submitted_md5	submitted_ftp
PRJEB33905	SAMEA5856022	ERX3492923	ERR3471260	408170	human gut metagenome	015d8d816ec7761eca23027501088c43;99da281d44d2996a17cb3854c6b57264	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471260/J0143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471260/J0143_2.fastq.gz
PRJEB33905	SAMEA5856025	ERX3492926	ERR3471263	408170	human gut metagenome	c32a601eab03f9edd91697fdfbff352a;88f75ece42f382dbb399f46d45e49158	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471263/J0146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471263/J0146_2.fastq.gz
PRJEB33905	SAMEA5856026	ERX3492927	ERR3471264	408170	human gut metagenome	b1511e2a6f90f40200c6d4d7c6dbc1e3;1d5d9512ace9bd3dfd071078748e2ae5	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471264/J0147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471264/J0147_2.fastq.gz
PRJEB33905	SAMEA5856031	ERX3492932	ERR3471269	408170	human gut metagenome	0ab885756771589c982a46b522d15950;05cab0953e37e62adcb0fcd3b6139135	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471269/J0152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471269/J0152_2.fastq.gz
PRJEB33905	SAMEA5856035	ERX3492936	ERR3471273	408170	human gut metagenome	1a6480fb6c4e22977e0cc923127cb84d;47e943bc68f5a596f412d2a68dd445fa	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471273/J0156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471273/J0156_2.fastq.gz
PRJEB33905	SAMEA5856036	ERX3492937	ERR3471274	408170	human gut metagenome	69ee1084792dc25637f4dcd330038758;9f19085f25a5abf8d898ba51205b6732	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471274/J0157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471274/J0157_2.fastq.gz
PRJEB33905	SAMEA5856037	ERX3492938	ERR3471275	408170	human gut metagenome	521f1fd34dfec59962135a030e4f725d;9d4e82ec4dd481d78af8b1c0ca60e8b5	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471275/J0158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471275/J0158_2.fastq.gz
PRJEB33905	SAMEA5856039	ERX3492940	ERR3471277	408170	human gut metagenome	3cdc2b168502e0ebe93a5b0caff18a9b;37ed0669eca1b344972eb151813ad7ac	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471277/J0160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471277/J0160_2.fastq.gz
PRJEB33905	SAMEA5856041	ERX3492942	ERR3471279	408170	human gut metagenome	f1e178f5bde03dedce9e2ed8b0374693;844d10ddfe5078225021be375916c085	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471279/J0162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471279/J0162_2.fastq.gz
PRJEB33905	SAMEA5856042	ERX3492943	ERR3471280	408170	human gut metagenome	8343c9a270de930cd8efcd675a0cf850;a2eea2bad6b544b37bae450fa733a333	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471280/J0163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471280/J0163_2.fastq.gz
PRJEB33905	SAMEA5856046	ERX3492947	ERR3471284	408170	human gut metagenome	3881d139b7262fae9caf8275b4231ef1;0c2b2017dccbb58e8b460e8e4c115981	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471284/J0167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471284/J0167_2.fastq.gz
PRJEB33905	SAMEA5856048	ERX3492949	ERR3471286	408170	human gut metagenome	ea63e94a15e57854c7d5b729dec52a8d;54b45323edcfffee06ac851db8c1b5b3	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471286/J0169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471286/J0169_2.fastq.gz
PRJEB33905	SAMEA5856050	ERX3492951	ERR3471288	408170	human gut metagenome	64bcbd4ba5df8c5ad6821234cdaa9481;80a13c372a6e322cdd1713ed4a660bff	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471288/J0171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471288/J0171_2.fastq.gz
PRJEB33905	SAMEA5856060	ERX3492961	ERR3471298	408170	human gut metagenome	4f13c8a3959e1edd7adcac674df0f0bd;bb9b8a97ec3b8db3bfafff1e4e4df3a5	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471298/J0181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471298/J0181_2.fastq.gz
PRJEB33905	SAMEA5856064	ERX3492965	ERR3471302	408170	human gut metagenome	92736f04785b7833f569db8b0afd8638;df001bccd454046954056e0e9351dfac	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471302/J0185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471302/J0185_2.fastq.gz
PRJEB33905	SAMEA5856065	ERX3492966	ERR3471303	408170	human gut metagenome	390895b06a439835cce9283800eef771;97378bc4fe012245c94358edd03f97be	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471303/J0186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471303/J0186_2.fastq.gz
PRJEB33905	SAMEA5856066	ERX3492967	ERR3471304	408170	human gut metagenome	abe723fc017f72b192dcc660f413675c;5836d61edd10191e8946fb96419d913d	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471304/J0187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471304/J0187_2.fastq.gz
PRJEB33905	SAMEA5856067	ERX3492968	ERR3471305	408170	human gut metagenome	b836121b74707fa610e22d68296996e5;03c5cdf56965c29a9c054afe7221c0bc	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471305/J0188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471305/J0188_2.fastq.gz
PRJEB33905	SAMEA5856068	ERX3492969	ERR3471306	408170	human gut metagenome	baad7d26c2018afa645d05d5c1156acd;0a47b3fd7e8515732525ea96d2250f81	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471306/J0189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471306/J0189_2.fastq.gz
PRJEB33905	SAMEA5856070	ERX3492971	ERR3471308	408170	human gut metagenome	b0e59e61e762842aa9f175b9c101e217;1e4fd74e02f87d2fb8d2ecff10e85a34	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471308/J0191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471308/J0191_2.fastq.gz
PRJEB33905	SAMEA5856071	ERX3492972	ERR3471309	408170	human gut metagenome	7118d6ccd1ab49e8f416d014a3532e7a;b53c29607db44f8200b8cb8df742248d	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471309/J0192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471309/J0192_2.fastq.gz
PRJEB33905	SAMEA5856072	ERX3492973	ERR3471310	408170	human gut metagenome	bac50c054e2fb8b861d2d8d2eac37e30;17c01d71dfa1dd2d6c1bd54c356ae5cf	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471310/J0193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471310/J0193_2.fastq.gz
PRJEB33905	SAMEA5856075	ERX3492976	ERR3471313	408170	human gut metagenome	9d5881266bb4ee68c0cd8a21bb8a3de1;0ced5516e21ad3d5eb1999edabf37b37	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471313/J0196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471313/J0196_2.fastq.gz
PRJEB33905	SAMEA5856077	ERX3492978	ERR3471315	408170	human gut metagenome	c89b9bb3c6c384d36e419c614a62942d;4e78f72eb6bfb0f0107fa2f14b653035	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471315/J0198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471315/J0198_2.fastq.gz
PRJEB33905	SAMEA5856079	ERX3492980	ERR3471317	408170	human gut metagenome	0a4261adeb2a9210d6d0ea6a4f26620b;2ae304a914c54c135f62b55a9c0672a6	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471317/J0200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471317/J0200_2.fastq.gz
PRJEB33905	SAMEA5856082	ERX3492983	ERR3471320	408170	human gut metagenome	e46d9d8a8f81f1515154e1c9a72ba633;7e7b8df631175c7fbc22daba02a264d7	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471320/J0203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471320/J0203_2.fastq.gz
PRJEB33905	SAMEA5856086	ERX3492987	ERR3471324	408170	human gut metagenome	f2e3703dcb8a8b6f87bf2ee9025c53f8;65fad4550d815ce1e394d39591477ff5	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471324/J0207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471324/J0207_2.fastq.gz
PRJEB33905	SAMEA5856089	ERX3492990	ERR3471327	408170	human gut metagenome	406d5adb03ddfab266076488b15971e9;6510953857e9386382f47158ea32b0be	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471327/J0210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471327/J0210_2.fastq.gz
PRJEB33905	SAMEA5856090	ERX3492991	ERR3471328	408170	human gut metagenome	5e68abff9306765ab93f8841726a66b7;7d2691343855ecc8d9d22b19dfeda649	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471328/J0211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471328/J0211_2.fastq.gz
PRJEB33905	SAMEA5856093	ERX3492994	ERR3471331	408170	human gut metagenome	bbdbde434174642c1a71d1585f095e43;9ee7a951149f593b8cc646e88b01c8fd	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471331/J0214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471331/J0214_2.fastq.gz
PRJEB33905	SAMEA5856095	ERX3492996	ERR3471333	408170	human gut metagenome	d57e8865a2d6d44d168c54d40df68925;f4fd5f1894d544fbda82b4eb5fef8467	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471333/J0216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471333/J0216_2.fastq.gz
PRJEB33905	SAMEA5856096	ERX3492997	ERR3471334	408170	human gut metagenome	e216e261f83135cab0b6076ecedfec6c;51ead08f3fbc34909d3b496603922313	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471334/J0217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471334/J0217_2.fastq.gz
PRJEB33905	SAMEA5856105	ERX3493006	ERR3471343	408170	human gut metagenome	249b510dda88670a1fb963f43662e500;30817faf58b302d8f2c5446d59684328	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471343/J0226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471343/J0226_2.fastq.gz
PRJEB33905	SAMEA5856107	ERX3493008	ERR3471345	408170	human gut metagenome	3645feaa5b8855554f1294c49a903af4;7913c70e58b49a4903adc07507a7ab5b	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471345/J0228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471345/J0228_2.fastq.gz
PRJEB33905	SAMEA5856116	ERX3493017	ERR3471354	408170	human gut metagenome	136a880894b0dba4205a0cc716299260;a752d5f39ec67f647a2bbf0a22234d60	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471354/J0237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471354/J0237_2.fastq.gz
PRJEB33905	SAMEA5856118	ERX3493019	ERR3471356	408170	human gut metagenome	414fdb598bd21b7155f999156b1641a4;4793d7b5d75498247712de85f01e5868	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471356/J0239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471356/J0239_2.fastq.gz
PRJEB33905	SAMEA5856119	ERX3493020	ERR3471357	408170	human gut metagenome	190553fe392b27434df5b95b04546045;16d6ed48b0e99c18389168687ddf1a15	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471357/J0240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471357/J0240_2.fastq.gz
PRJEB33905	SAMEA5856122	ERX3493023	ERR3471360	408170	human gut metagenome	b4fb930e697294ae799444b5a54de38a;0fa3181010defb1a5f27d28649513581	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471360/J0243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471360/J0243_2.fastq.gz
PRJEB33905	SAMEA5856124	ERX3493025	ERR3471362	408170	human gut metagenome	1ddda940870cc2704f0d62e32b446299;552e7d9b5f5b051e7ab501b41b4aced2	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471362/J0245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471362/J0245_2.fastq.gz
PRJEB33905	SAMEA5856127	ERX3493028	ERR3471365	408170	human gut metagenome	cbb0fff308308dfdc4ffbda704974037;3d66408ca15fdf6efa3306067da2f46f	ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471365/J0248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR347/ERR3471365/J0248_2.fastq.gz
