study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJNA940351	SAMN33562881	SRX19552205	SRR23689575	408170	human gut metagenome	6b6eaa320c28e11b5f9aaa66d4a49da4;ee84c44e0f596e194a30e6d0015ea55e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/075/SRR23689575/SRR23689575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/075/SRR23689575/SRR23689575_2.fastq.gz	TG13881180
PRJNA940351	SAMN33562883	SRX19552203	SRR23689577	408170	human gut metagenome	f324e0fac2fe93c2273a962177d5743a;c299b10ef25eb5d5dc409f69ee86d348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/077/SRR23689577/SRR23689577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/077/SRR23689577/SRR23689577_2.fastq.gz	TG14068385
PRJNA940351	SAMN33562886	SRX19552200	SRR23689580	408170	human gut metagenome	39e0b14404a06628caff21ec20763b7c;aa81fa069e08d979006bf7d7dafd2d2b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/080/SRR23689580/SRR23689580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/080/SRR23689580/SRR23689580_2.fastq.gz	TG22156029
PRJNA940351	SAMN33562889	SRX19552196	SRR23689584	408170	human gut metagenome	fc3f15dbf988a107ae4723afbcfc628b;810b8f709e575a51a59d244c54841166	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/084/SRR23689584/SRR23689584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/084/SRR23689584/SRR23689584_2.fastq.gz	TG22502413
PRJNA940351	SAMN33562894	SRX19552191	SRR23689589	408170	human gut metagenome	e145eb1279115d2067f37bf8b8b56b42;073a8481264ee0e2674ddeafbc391f01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/089/SRR23689589/SRR23689589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/089/SRR23689589/SRR23689589_2.fastq.gz	TG22980560
PRJNA940351	SAMN33562896	SRX19552189	SRR23689591	408170	human gut metagenome	ce09757ae88b45e8913f7c5b69aef173;d16d37b3067b88766fc0c58957d0f50d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/091/SRR23689591/SRR23689591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/091/SRR23689591/SRR23689591_2.fastq.gz	TG22987644
PRJNA940351	SAMN33562961	SRX19552186	SRR23689594	408170	human gut metagenome	a871317d8cb9063eb489db4a2a845686;b7e03019e065aed426c9ef2a8a5a12d2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/094/SRR23689594/SRR23689594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/094/SRR23689594/SRR23689594_2.fastq.gz	TG31043191
PRJNA940351	SAMN33562904	SRX19552180	SRR23689600	408170	human gut metagenome	37b4b8be036fb1f91e59d8b8fbb38526;990bfc4651775afb8e9866a6d4d87a60	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/000/SRR23689600/SRR23689600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/000/SRR23689600/SRR23689600_2.fastq.gz	TG23558821
PRJNA940351	SAMN33562802	SRX19552178	SRR23689602	447426	human oral metagenome	f7b5cce1f4d435bd82392ff788ff5b82;466e5b198679fedf6e6214b1a6ef4bec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/002/SRR23689602/SRR23689602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/002/SRR23689602/SRR23689602_2.fastq.gz	TO24818184
PRJNA940351	SAMN33562803	SRX19552177	SRR23689603	447426	human oral metagenome	acd3d31a67e4a651f11b552cedfc8f16;7d2f5015e8e60f7afb387dd8137f2cdf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/003/SRR23689603/SRR23689603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/003/SRR23689603/SRR23689603_2.fastq.gz	TO24830735
PRJNA940351	SAMN33562805	SRX19552175	SRR23689605	447426	human oral metagenome	f03cf6a34e9286d314719afdf5c78623;42cfd924c4073c620735b7279fc84f33	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/005/SRR23689605/SRR23689605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/005/SRR23689605/SRR23689605_2.fastq.gz	TO25031503
PRJNA940351	SAMN33562807	SRX19552173	SRR23689607	447426	human oral metagenome	7bcf519e7cdff896ba8cb23eb0ec4674;fdfe325091ade415961dfc1af80f2e3a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/007/SRR23689607/SRR23689607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/007/SRR23689607/SRR23689607_2.fastq.gz	TO25275742
PRJNA940351	SAMN33562809	SRX19552170	SRR23689610	447426	human oral metagenome	2865b2d4db77e459c466d512593568d0;073bbafba70a8ff9fc04a2ad17256ac1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/010/SRR23689610/SRR23689610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/010/SRR23689610/SRR23689610_2.fastq.gz	TO25367844
PRJNA940351	SAMN33562811	SRX19552168	SRR23689612	447426	human oral metagenome	555bcb8ae3b1d91cc7c1268d56309644;37c9f5404f97393c0cf19665677f4205	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/012/SRR23689612/SRR23689612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/012/SRR23689612/SRR23689612_2.fastq.gz	TO25490831
PRJNA940351	SAMN33562818	SRX19552161	SRR23689619	447426	human oral metagenome	fca6907a9e11a95b1a86407514dbb273;53733ca7d38cc2b0207c4b449c174b3e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/019/SRR23689619/SRR23689619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/019/SRR23689619/SRR23689619_2.fastq.gz	TO26031903
PRJNA940351	SAMN33562953	SRX19552160	SRR23689620	408170	human gut metagenome	4fd313ea9324c4373c3d2e98edc52f8a;a794400e4f2f798ad880bf58bd382ed2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/020/SRR23689620/SRR23689620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/020/SRR23689620/SRR23689620_2.fastq.gz	TG30604521
PRJNA940351	SAMN33562819	SRX19552159	SRR23689621	447426	human oral metagenome	45873b233464b0636cbe32c4248712f5;781ad7212d8c765ebad899f520531a84	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/021/SRR23689621/SRR23689621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/021/SRR23689621/SRR23689621_2.fastq.gz	TO26100455
PRJNA940351	SAMN33562825	SRX19552153	SRR23689627	447426	human oral metagenome	f7f1b6c81a00ab05abdf46dc39a69173;3d121e5cde21bae213d295257e3543b3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/027/SRR23689627/SRR23689627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/027/SRR23689627/SRR23689627_2.fastq.gz	TO28515099
PRJNA940351	SAMN33562828	SRX19552150	SRR23689630	447426	human oral metagenome	c938e6c31efd679bd1b173312e3a6b28;00004c4a42607d3c884641caf015ceca	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/030/SRR23689630/SRR23689630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/030/SRR23689630/SRR23689630_2.fastq.gz	TO28615713
PRJNA940351	SAMN33562829	SRX19552148	SRR23689632	447426	human oral metagenome	d1ac2ec2e7e2a1b6449ccee075be0679;93e49b8593b672b17ab28c6753c51773	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/032/SRR23689632/SRR23689632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/032/SRR23689632/SRR23689632_2.fastq.gz	TO28651703
PRJNA940351	SAMN33562830	SRX19552147	SRR23689633	447426	human oral metagenome	efa19ffd103c9e2f2a5978227f5ae45c;851b977469673f4dca6b7cf0cadcd46c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/033/SRR23689633/SRR23689633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/033/SRR23689633/SRR23689633_2.fastq.gz	TO29339017
PRJNA940351	SAMN33562831	SRX19552146	SRR23689634	447426	human oral metagenome	eba62e49741b220d518c3cc8abf185c9;1bb926f30c4fbfaf1fffdaf38e1100ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/034/SRR23689634/SRR23689634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/034/SRR23689634/SRR23689634_2.fastq.gz	TO29415501
PRJNA940351	SAMN33562832	SRX19552145	SRR23689635	447426	human oral metagenome	856b91d1023159e83a5bdf488a50c106;7fcee7af5c5272521e43ee9a510e84eb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/035/SRR23689635/SRR23689635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/035/SRR23689635/SRR23689635_2.fastq.gz	TO29570299
PRJNA940351	SAMN33562906	SRX19552142	SRR23689638	408170	human gut metagenome	8f1539873a4efbdef7e53de651aef276;10541f63b03181fbce44517a9fe0411a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/038/SRR23689638/SRR23689638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/038/SRR23689638/SRR23689638_2.fastq.gz	TG23569874
PRJNA940351	SAMN33562912	SRX19552135	SRR23689645	408170	human gut metagenome	fb8bdfc6e21bb420906dcaa716818c79;75b69a70fb278c021db3e290d81d6269	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/045/SRR23689645/SRR23689645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/045/SRR23689645/SRR23689645_2.fastq.gz	TG24658198
PRJNA940351	SAMN33562917	SRX19552130	SRR23689650	408170	human gut metagenome	498535390f9b5df2c30df03e9949294a;45dd1304a78b113140b8a62a4de444cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/050/SRR23689650/SRR23689650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/050/SRR23689650/SRR23689650_2.fastq.gz	TG25031503
PRJNA940351	SAMN33562918	SRX19552129	SRR23689651	408170	human gut metagenome	03c680d04b61b8a80d4140efd6803fc3;22ec28fb8552935071cfae4a50237c51	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/051/SRR23689651/SRR23689651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/051/SRR23689651/SRR23689651_2.fastq.gz	TG25115083
PRJNA940351	SAMN33562963	SRX19552128	SRR23689652	408170	human gut metagenome	c107a5ca7ad1ddb5cade76f290b651ff;6ca2742a15028ad4932ede76228595f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/052/SRR23689652/SRR23689652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/052/SRR23689652/SRR23689652_2.fastq.gz	TG31093335
PRJNA940351	SAMN33562920	SRX19552126	SRR23689654	408170	human gut metagenome	6dedcfa054627b398dbf236d71fe8ca4;62e0dd1f722b25f262fd700f02495b96	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/054/SRR23689654/SRR23689654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/054/SRR23689654/SRR23689654_2.fastq.gz	TG25319333
PRJNA940351	SAMN33562921	SRX19552125	SRR23689655	408170	human gut metagenome	d46fba87a5d0f91e7cf26181101cc590;59381b48bb56bf85eb54afe5b2fa31a1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/055/SRR23689655/SRR23689655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/055/SRR23689655/SRR23689655_2.fastq.gz	TG25367844
PRJNA940351	SAMN33562926	SRX19552120	SRR23689660	408170	human gut metagenome	4879e48b794610cfe1fc23dbfb1c6c87;059d54b879d02d823f367bfb2cf1521d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/060/SRR23689660/SRR23689660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/060/SRR23689660/SRR23689660_2.fastq.gz	TG25540149
PRJNA940351	SAMN33562927	SRX19552119	SRR23689661	408170	human gut metagenome	4460ddd2ca31beb835d33acac90ae224;3fe4717ba3391f016f47391a4de67ec0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/061/SRR23689661/SRR23689661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/061/SRR23689661/SRR23689661_2.fastq.gz	TG25583984
PRJNA940351	SAMN33562928	SRX19552118	SRR23689662	408170	human gut metagenome	2035b85dcb3a3ff47357c056de5eabc9;672cb5b34db5abe0265c15d4bf8ae581	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/062/SRR23689662/SRR23689662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/062/SRR23689662/SRR23689662_2.fastq.gz	TG25699904
PRJNA940351	SAMN33562964	SRX19552117	SRR23689663	408170	human gut metagenome	b13df61d2d1c450bc9066a8aea1c46dd;7a9dddf48b7fc30d52e26d1c76cc651e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/063/SRR23689663/SRR23689663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/063/SRR23689663/SRR23689663_2.fastq.gz	TG31190118
PRJNA940351	SAMN33562929	SRX19552116	SRR23689664	408170	human gut metagenome	0b7d3279a8075816140014563802baa0;00714bee7a4ccd8af1b66b62a53326d4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/064/SRR23689664/SRR23689664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/064/SRR23689664/SRR23689664_2.fastq.gz	TG25815838
PRJNA940351	SAMN33562938	SRX19552251	SRR23689673	408170	human gut metagenome	83d227b17ae5e0b266b22217cd4ccd46;be78672021adb6730d4d3fdb52c456ef	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/073/SRR23689673/SRR23689673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/073/SRR23689673/SRR23689673_2.fastq.gz	TG28556125
PRJNA940351	SAMN33562838	SRX19552103	SRR23689677	447426	human oral metagenome	2aae35aa217dac0fc0cc4f0000feb5f0;ce93cbdbf542a7adb9f779dccb71e861	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/077/SRR23689677/SRR23689677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/077/SRR23689677/SRR23689677_2.fastq.gz	TO30428882
PRJNA940351	SAMN33562841	SRX19552099	SRR23689681	447426	human oral metagenome	34a02eea8d1a42afb6e6e41102384b62;f864abcbc65014611159ac2f4218b88b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/081/SRR23689681/SRR23689681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/081/SRR23689681/SRR23689681_2.fastq.gz	TO30604521
PRJNA940351	SAMN33562844	SRX19552096	SRR23689684	447426	human oral metagenome	aee32bc40aff80494cff0b211f4c9ab9;c7262139532ae733075ee217bd66a5d0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/084/SRR23689684/SRR23689684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/084/SRR23689684/SRR23689684_2.fastq.gz	TO30720176
PRJNA940351	SAMN33562845	SRX19552095	SRR23689685	447426	human oral metagenome	989e257197836f297d23e1c003fd01fa;2d5986657163f8ac2d798635cb75144e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/085/SRR23689685/SRR23689685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/085/SRR23689685/SRR23689685_2.fastq.gz	TO30723159
PRJNA940351	SAMN33562846	SRX19552094	SRR23689686	447426	human oral metagenome	3c14affe90924d9425e576f8334f8368;8479d31163b41f82c248d724ecfa39bd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/086/SRR23689686/SRR23689686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/086/SRR23689686/SRR23689686_2.fastq.gz	TO30875701
PRJNA940351	SAMN33562857	SRX19552082	SRR23689698	408170	human gut metagenome	a97acdcc92ff1f67f52dc5e3b2f05500;7416ff9cf8ea02824be01442df87ceb3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/098/SRR23689698/SRR23689698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/098/SRR23689698/SRR23689698_2.fastq.gz	TG10034451
PRJNA940351	SAMN33562957	SRX19552080	SRR23689700	408170	human gut metagenome	1152bea220b68533df3f4460e352f55a;df92c4711c40cfe5467a39dd3d8f4df8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/000/SRR23689700/SRR23689700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/000/SRR23689700/SRR23689700_2.fastq.gz	TG30723159
PRJNA940351	SAMN33562860	SRX19552078	SRR23689702	408170	human gut metagenome	9b32e5981bfd311ab8605922a517ff72;27c0bca9860a25a2068420c26524de78	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/002/SRR23689702/SRR23689702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/002/SRR23689702/SRR23689702_2.fastq.gz	TG11910464
PRJNA940351	SAMN33562862	SRX19552076	SRR23689704	408170	human gut metagenome	47b9a1cc11245799fe42e7c26a617fa0;5d03d332c2452eda3224f505059b115d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/004/SRR23689704/SRR23689704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/004/SRR23689704/SRR23689704_2.fastq.gz	TG12014917
PRJNA940351	SAMN33562864	SRX19552074	SRR23689706	408170	human gut metagenome	262f6f2a249f3fb06a56c24b8681b6a5;d50ce4228ba45a5e412c121b09a43de5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/006/SRR23689706/SRR23689706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/006/SRR23689706/SRR23689706_2.fastq.gz	TG12071322
PRJNA940351	SAMN33562865	SRX19552073	SRR23689707	408170	human gut metagenome	6ffdc561cf457d3798c305b12bcca6d2;805f92167652f26863e254ac50a0baea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/007/SRR23689707/SRR23689707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/007/SRR23689707/SRR23689707_2.fastq.gz	TG12083738
PRJNA940351	SAMN33562870	SRX19552070	SRR23689711	408170	human gut metagenome	bfdb0269b36da1de5d869ce23fd8e528;c92a674061f295d7056bcde2dc2440e5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/011/SRR23689711/SRR23689711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/011/SRR23689711/SRR23689711_2.fastq.gz	TG12520898
PRJNA940351	SAMN33562776	SRX19552060	SRR23689721	447426	human oral metagenome	7ac5321e5b21d883abadeb1fc280a3af;8c40fd8c5399f8754bb8d7710d1c650b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/021/SRR23689721/SRR23689721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/021/SRR23689721/SRR23689721_2.fastq.gz	TO22461428
PRJNA940351	SAMN33562777	SRX19552059	SRR23689722	447426	human oral metagenome	dc0248ebb7c122721814eadd9f23cefa;0970d2a0d14e71e19af0bb2b38ec5f69	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/022/SRR23689722/SRR23689722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/022/SRR23689722/SRR23689722_2.fastq.gz	TO22502413
PRJNA940351	SAMN33562778	SRX19552058	SRR23689723	447426	human oral metagenome	4f1b020e8c05687b616772788c5a411d;5d3b87b2ac45a5658467e4115f73774f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/023/SRR23689723/SRR23689723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/023/SRR23689723/SRR23689723_2.fastq.gz	TO22551531
PRJNA940351	SAMN33562783	SRX19552052	SRR23689729	447426	human oral metagenome	70a2e18ca59d968440a5115904c8876f;2c0b916daa7380f81445d3012e21d744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/029/SRR23689729/SRR23689729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/029/SRR23689729/SRR23689729_2.fastq.gz	TO22984172
PRJNA940351	SAMN33562795	SRX19552039	SRR23689742	447426	human oral metagenome	38e0aff446170746fe008bf1ddd8b8ed;de988667f1a8b30f4fae50e41f3eeaf5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/042/SRR23689742/SRR23689742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/042/SRR23689742/SRR23689742_2.fastq.gz	TO23629104
PRJNA940351	SAMN33562797	SRX19552037	SRR23689744	447426	human oral metagenome	5db2999cb456c8b579e526e953cc4d38;75246a50f0b10fbf27b021eac62c65ad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/044/SRR23689744/SRR23689744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/044/SRR23689744/SRR23689744_2.fastq.gz	TO23814253
PRJNA940351	SAMN33562800	SRX19552033	SRR23689748	447426	human oral metagenome	0cdfa94d0a83df5b8060d6fb4752001f;a5f221bbe46a39ac184a8eb1bd7e8d36	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/048/SRR23689748/SRR23689748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/048/SRR23689748/SRR23689748_2.fastq.gz	TO24658198
PRJNA940351	SAMN33562943	SRX19552245	SRR23689535	408170	human gut metagenome	6960e0e84a17294efb2826d9821e30ac;a67ca12d64cf1553664a129e2e5bb426	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/035/SRR23689535/SRR23689535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/035/SRR23689535/SRR23689535_2.fastq.gz	TG29415501
PRJNA940351	SAMN33562748	SRX19552239	SRR23689541	447426	human oral metagenome	5c963fa26cecbc7a8711d47849fdc8a7;dbe08d2f11f7e60c90f998af59e3e526	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/041/SRR23689541/SRR23689541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/041/SRR23689541/SRR23689541_2.fastq.gz	TO11910464
PRJNA940351	SAMN33562752	SRX19552234	SRR23689546	447426	human oral metagenome	e2c58e41c720a9b49eadced285b8f42b;7ee1ae8d37c11057b1986a81279591c7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/046/SRR23689546/SRR23689546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/046/SRR23689546/SRR23689546_2.fastq.gz	TO12071322
PRJNA940351	SAMN33562947	SRX19552227	SRR23689553	408170	human gut metagenome	9de25cde2c969e91f5482e956c946f2a;4a254a72d0c2c32092e097d41d3823a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/053/SRR23689553/SRR23689553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/053/SRR23689553/SRR23689553_2.fastq.gz	TG29962205
